INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
6355	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	650	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6356	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	750	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6357	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	850	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6358	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	950	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6359	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	1050	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6360	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	1150	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6361	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6362	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6363	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6364	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6365	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6366	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6367	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6368	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6369	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6370	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6371	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6372	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	120	驱散个数	-1	驱散集合1	8	驱散集合2	9	驱散集合3	10	驱散集合4	-1	驱散集合5	-1	驱散集合6	-1	驱散集合7	-1	驱散集合8	-1													
6373	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	5	物理防御修正	0	魔法攻击修正	5	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6374	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	10	物理防御修正	0	魔法攻击修正	10	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6375	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	15	物理防御修正	0	魔法攻击修正	15	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6376	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	20	物理防御修正	0	魔法攻击修正	20	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6377	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	25	物理防御修正	0	魔法攻击修正	25	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6378	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	30	物理防御修正	0	魔法攻击修正	30	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6379	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	35	物理防御修正	0	魔法攻击修正	35	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6380	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	40	物理防御修正	0	魔法攻击修正	40	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6381	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	45	物理防御修正	0	魔法攻击修正	45	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6382	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	50	物理防御修正	0	魔法攻击修正	50	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6383	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	55	物理防御修正	0	魔法攻击修正	55	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6384	嗜血增加物攻(NPC)	11	StdImpact011	1	39	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	60	物理防御修正	0	魔法攻击修正	60	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6385	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	10	魔法攻击修正	0	魔法防御修正	10	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6386	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	30	魔法攻击修正	0	魔法防御修正	30	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6387	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	50	魔法攻击修正	0	魔法防御修正	50	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6388	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	70	魔法攻击修正	0	魔法防御修正	70	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6389	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	90	魔法攻击修正	0	魔法防御修正	90	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6390	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	110	魔法攻击修正	0	魔法防御修正	110	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6391	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	130	魔法攻击修正	0	魔法防御修正	130	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6392	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	150	魔法攻击修正	0	魔法防御修正	150	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6393	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	170	魔法攻击修正	0	魔法防御修正	170	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6394	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	190	魔法攻击修正	0	魔法防御修正	190	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6395	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	210	魔法攻击修正	0	魔法防御修正	210	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6396	石肤增加防御(NPC)	11	StdImpact011	1	44	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	230	魔法攻击修正	0	魔法防御修正	230	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6397	开膛(伤半血NPC)	5	StdImpact005	0	22	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改率	-50	MP修改率	550	Rage修改率	0	StrikePoint修改率	0																									
6398	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-50	魔法攻击修正	0	魔法防御修正	-50	冰系攻击修正	0	冰系抗性修正	-5	火系攻击修正	0	火系抗性修正	-5	电系攻击修正	0	电系抗性修正	-5	毒系攻击修正	0	毒系抗性修正	-5	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6399	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-100	魔法攻击修正	0	魔法防御修正	-100	冰系攻击修正	0	冰系抗性修正	-10	火系攻击修正	0	火系抗性修正	-10	电系攻击修正	0	电系抗性修正	-10	毒系攻击修正	0	毒系抗性修正	-10	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6400	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-150	魔法攻击修正	0	魔法防御修正	-150	冰系攻击修正	0	冰系抗性修正	-15	火系攻击修正	0	火系抗性修正	-15	电系攻击修正	0	电系抗性修正	-15	毒系攻击修正	0	毒系抗性修正	-15	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6401	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-200	魔法攻击修正	0	魔法防御修正	-200	冰系攻击修正	0	冰系抗性修正	-20	火系攻击修正	0	火系抗性修正	-20	电系攻击修正	0	电系抗性修正	-20	毒系攻击修正	0	毒系抗性修正	-20	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6402	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-250	魔法攻击修正	0	魔法防御修正	-250	冰系攻击修正	0	冰系抗性修正	-25	火系攻击修正	0	火系抗性修正	-25	电系攻击修正	0	电系抗性修正	-25	毒系攻击修正	0	毒系抗性修正	-25	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6403	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-300	魔法攻击修正	0	魔法防御修正	-300	冰系攻击修正	0	冰系抗性修正	-30	火系攻击修正	0	火系抗性修正	-30	电系攻击修正	0	电系抗性修正	-30	毒系攻击修正	0	毒系抗性修正	-30	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6404	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-350	魔法攻击修正	0	魔法防御修正	-350	冰系攻击修正	0	冰系抗性修正	-35	火系攻击修正	0	火系抗性修正	-35	电系攻击修正	0	电系抗性修正	-35	毒系攻击修正	0	毒系抗性修正	-35	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6405	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-400	魔法攻击修正	0	魔法防御修正	-400	冰系攻击修正	0	冰系抗性修正	-40	火系攻击修正	0	火系抗性修正	-40	电系攻击修正	0	电系抗性修正	-40	毒系攻击修正	0	毒系抗性修正	-40	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6406	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-450	魔法攻击修正	0	魔法防御修正	-450	冰系攻击修正	0	冰系抗性修正	-45	火系攻击修正	0	火系抗性修正	-45	电系攻击修正	0	电系抗性修正	-45	毒系攻击修正	0	毒系抗性修正	-45	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6407	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-500	魔法攻击修正	0	魔法防御修正	-500	冰系攻击修正	0	冰系抗性修正	-50	火系攻击修正	0	火系抗性修正	-50	电系攻击修正	0	电系抗性修正	-50	毒系攻击修正	0	毒系抗性修正	-50	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6408	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-550	魔法攻击修正	0	魔法防御修正	-550	冰系攻击修正	0	冰系抗性修正	-55	火系攻击修正	0	火系抗性修正	-55	电系攻击修正	0	电系抗性修正	-55	毒系攻击修正	0	毒系抗性修正	-55	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6409	破抗(NPC)	11	StdImpact011	1	27	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	-600	魔法攻击修正	0	魔法防御修正	-600	冰系攻击修正	0	冰系抗性修正	-60	火系攻击修正	0	火系抗性修正	-60	电系攻击修正	0	电系抗性修正	-60	毒系攻击修正	0	毒系抗性修正	-60	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	
6410	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	12																															HPDOT1减血
6411	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	21																															HPDOT1减血
6412	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	29																															HPDOT1减血
6413	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	38																															HPDOT1减血
6414	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	46																															HPDOT1减血
6415	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	54																															HPDOT1减血
6416	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	63																															HPDOT1减血
6417	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	71																															HPDOT1减血
6418	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	80																															HPDOT1减血
6419	HPDOT5减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	88																															HPDOT1减血
